633,0
1862,0
2582,0
2,1
652,1
654,1
1,2
332,2
1454,2
1666,2
1986,2
2544,3
1016,4
1256,4
1761,4
2175,4
2176,4
1629,5
1659,5
2546,5
373,6
1042,6
1416,6
1602,6
208,7
269,8
281,8
1996,8
723,9
2614,9
476,10
2545,10
1655,11
1839,11
1001,12
1318,12
2661,12
2662,12
1701,13
1810,13
158,14
2034,14
2075,14
2077,14
2668,14
1090,15
1093,15
1271,15
2367,15
970,16
1632,16
2444,16
2642,16
24,17
927,17
1315,17
1316,17
2140,17
139,18
1560,18
1786,18
2082,18
2145,18
1939,19
1072,20
2269,20
2270,20
2374,20
2375,20
1043,21
2310,21
39,22
1234,22
1702,22
1703,22
2238,22
2159,23
17,24
201,24
598,24
1636,24
1701,24
2139,24
2141,24
1301,25
1344,25
2011,25
2317,25
99,26
122,26
123,26
2454,26
2455,26
606,27
1810,27
2360,27
2578,27
1687,28
963,29
2645,29
697,30
738,30
1358,30
1416,30
2162,30
2343,30
1594,31
279,32
518,32
1850,32
1973,32
286,33
588,33
698,33
911,33
1051,33
2040,33
2119,33
2120,33
2121,33
1358,34
895,35
1296,35
1913,35
1146,36
1505,36
1552,36
1640,36
1781,36
2094,36
2106,36
2107,36
60,37
1190,37
2427,37
429,38
862,38
863,38
1160,38
22,39
1349,39
1522,39
1532,39
1634,39
1965,39
2357,39
507,40
866,40
1364,40
175,41
596,41
644,41
1914,41
87,42
1372,42
152,43
963,43
1530,43
1653,43
2399,43
2400,43
1582,44
2624,44
2701,44
733,45
1219,45
1986,45
2303,45
2667,45
2668,45
1604,46
2366,46
163,47
1579,47
598,48
714,48
1031,48
1662,48
1666,48
2041,48
2205,48
2206,48
2471,48
1666,49
2034,49
1441,50
457,51
710,51
1392,51
2213,51
2214,51
2215,51
1139,52
1467,52
2053,52
2172,52
2182,52
1103,53
1358,53
1739,53
401,54
767,54
60,55
210,55
323,55
651,55
771,55
787,55
815,55
1079,55
1156,55
1983,55
2020,55
2021,55
412,56
447,56
1616,56
1849,56
2418,57
1715,58
105,59
580,59
609,59
615,59
1067,59
1287,59
1358,59
1627,59
1725,59
2651,59
37,60
55,60
1527,60
1080,61
1309,61
1416,61
2162,61
2312,61
485,62
1322,63
1209,64
1737,64
2616,64
239,65
543,65
619,65
771,65
1156,65
1293,65
1628,65
2021,65
2418,65
2419,65
2631,66
282,67
540,67
2628,67
391,68
1358,68
1986,68
604,69
1013,69
1351,69
1914,69
1920,69
1926,69
2189,69
441,70
2184,70
206,71
1986,71
2691,71
1103,72
1358,72
449,73
558,73
797,73
876,73
1035,73
1136,73
1189,73
1214,73
1358,73
1723,73
1745,73
1751,73
544,74
586,74
1042,74
1118,74
1416,74
1517,74
2052,74
2155,74
2419,74
84,75
583,75
2222,75
2223,75
2224,75
2225,75
88,76
2018,76
2178,76
659,77
1803,77
1219,78
1329,78
1418,78
603,79
2097,79
257,80
1117,80
2049,80
347,81
423,81
527,81
2180,81
1138,82
1634,82
1520,83
2581,83
75,84
284,84
2223,84
2224,84
2226,84
1065,85
2487,85
2488,85
429,86
1336,86
2034,86
2295,86
42,87
842,87
2164,87
76,88
130,88
162,88
300,88
415,88
498,88
696,88
737,88
743,88
815,88
841,88
851,88
1174,88
1288,88
1309,88
1394,88
1494,88
1527,88
1658,88
1677,88
1713,88
1732,88
1741,88
1847,88
1882,88
1908,88
2010,88
2011,88
2012,88
2013,88
2014,88
2015,88
2016,88
2017,88
2178,88
2394,88
258,89
884,89
1087,89
1094,89
1157,89
1401,89
1530,89
1585,89
1653,89
2463,89
155,90
156,90
817,90
1358,90
330,91
1046,91
2001,91
2122,91
2123,91
2380,91
898,92
1836,92
550,93
950,93
1495,93
2151,93
195,94
586,94
675,94
733,94
934,94
1649,94
1966,94
2263,94
2355,94
2357,94
2490,94
334,95
456,95
693,95
734,95
736,95
861,95
1303,95
1535,95
1580,95
1602,95
1628,95
1838,95
2054,95
2074,95
2181,95
2182,95
2183,95
2197,95
2199,95
2200,95
2201,95
2217,96
661,97
1353,97
1521,98
26,99
122,99
123,99
2454,99
2455,99
2604,99
1602,100
2056,100
281,101
1358,101
1589,101
109,102
1251,102
1448,102
1561,102
1623,102
1871,102
1878,102
2256,102
139,103
306,103
484,103
608,103
1775,103
1790,103
401,104
864,104
1065,104
2210,104
59,105
1721,105
2476,105
2651,105
2461,106
541,107
971,107
1113,107
1650,107
1647,108
2157,108
2209,108
102,109
124,109
133,109
153,109
176,109
236,109
289,109
306,109
318,109
426,109
459,109
519,109
563,109
610,109
1045,109
1337,109
1346,109
1624,109
1661,109
1769,109
1772,109
1779,109
1785,109
1787,109
1789,109
1805,109
1998,109
2045,109
2092,109
2093,109
2094,109
2095,109
567,110
1161,110
1262,110
1599,110
2279,110
758,111
1169,111
1358,111
1762,111
2492,111
2643,111
306,112
487,112
1623,112
2080,112
540,113
747,113
1884,113
610,114
2288,114
2506,114
973,115
1076,116
1501,116
259,117
2537,117
255,118
388,118
446,118
454,118
554,118
581,118
842,118
1029,118
1343,118
1507,118
1538,118
1616,118
1690,118
1851,118
2010,118
2030,118
2112,118
2165,118
2166,118
379,119
646,119
1537,119
1549,119
1901,119
1959,119
483,120
514,120
816,120
1842,120
2405,120
589,121
802,121
980,121
1158,121
1910,121
2251,121
2252,121
26,122
99,122
2454,122
2455,122
26,123
99,123
2455,123
2604,123
109,124
306,124
1367,124
1622,124
2478,124
458,125
2363,125
236,126
306,126
1551,126
1623,126
2045,126
2079,126
2604,127
233,128
370,128
392,128
2270,128
441,129
701,129
88,130
1982,130
2017,130
834,131
2169,131
379,132
479,132
904,132
1022,132
1959,132
109,133
399,133
452,133
1623,133
1670,133
1777,133
1784,133
2045,133
2082,133
406,134
137,135
2095,135
2144,135
831,136
135,137
2144,137
2329,137
2504,137
236,138
306,138
1776,138
18,139
103,139
306,139
660,139
910,139
1623,139
1780,139
2045,139
582,140
623,140
740,141
1002,141
2034,141
456,142
525,142
1628,142
2049,142
2181,142
316,143
598,143
1701,143
145,144
213,144
1593,144
2192,144
144,145
213,145
537,145
1165,145
1593,145
2622,145
897,146
1468,146
1907,146
1927,146
2059,146
1519,147
1976,147
378,148
381,148
602,148
714,148
2518,148
1080,149
1416,149
1655,149
2025,149
310,150
914,150
1942,150
1986,151
2236,151
2238,151
2335,151
43,152
884,152
2238,152
2240,152
109,153
236,153
306,153
459,153
1623,153
2045,153
326,154
364,154
819,154
1238,154
1339,154
1358,154
1444,154
1568,154
1752,154
1753,154
1754,154
2525,154
90,155
156,155
817,155
1358,155
1689,155
1736,155
1763,155
90,156
155,156
817,156
1358,156
1689,156
1763,156
598,157
1701,157
1870,157
2493,157
14,158
180,158
1701,158
2034,158
180,159
2308,159
277,160
553,160
743,160
745,160
1986,160
2000,160
2009,160
842,161
2010,161
88,162
323,162
1174,162
1268,162
1667,162
47,163
210,164
211,164
598,165
1473,165
2706,165
2707,165
271,166
2617,166
168,167
1056,167
2437,167
2482,167
167,168
2437,168
2438,168
1994,169
2706,169
1067,170
1358,170
775,171
790,171
1548,171
240,172
512,172
756,172
1692,172
2187,172
687,173
1033,173
1358,173
1586,173
629,174
1358,174
1742,174
2334,174
41,175
596,175
955,175
1914,175
2135,175
2217,175
2388,175
109,176
231,176
973,176
726,177
1639,177
2679,177
2682,177
833,178
197,179
231,179
1986,179
158,180
159,180
775,180
790,180
791,180
1020,180
1807,180
2004,180
2037,180
2076,180
1013,181
1359,181
1464,181
1683,181
183,182
997,182
182,183
997,183
1837,183
520,184
297,185
2003,185
1228,186
1319,186
1536,186
1672,186
2580,186
2702,186
1208,187
1169,188
1727,188
564,189
1072,189
1262,189
1509,189
491,190
2135,190
382,191
608,191
1677,191
1791,191
1998,191
2385,191
2472,192
441,193
458,193
473,194
1050,194
1451,194
2564,194
2646,194
94,195
2424,195
429,196
442,196
2122,196
179,197
231,197
2412,197
1255,198
420,199
1869,199
1439,200
2676,200
24,201
297,201
570,201
598,201
1701,201
1986,201
2430,201
353,202
1173,202
1250,202
1345,202
854,203
857,203
963,203
1115,203
1869,203
415,204
1701,205
1869,205
71,206
2691,206
833,207
7,208
2681,209
55,210
164,210
1079,210
1614,210
1626,210
1671,210
1905,210
1906,210
1907,210
2309,210
164,211
356,211
1394,211
1908,211
1909,211
1290,212
144,213
145,213
1593,213
2192,213
2194,214
1701,215
1986,215
2045,215
1542,216
1701,216
243,217
2473,217
2474,217
482,218
733,218
781,218
792,218
1020,218
1348,218
1382,218
2076,218
2091,218
2119,218
2594,218
507,219
1413,219
1542,219
376,220
817,220
913,220
817,221
821,222
744,223
1154,223
1761,223
1810,224
2034,224
2255,225
1701,226
534,227
883,227
322,228
848,228
1358,228
1721,228
1871,228
1053,229
1405,229
1894,229
2118,229
549,230
577,230
1095,230
1217,230
1810,230
176,231
179,231
197,231
232,231
387,231
551,231
1701,231
1868,231
2217,231
231,232
869,232
1701,232
1864,232
1986,232
128,233
610,234
2591,234
1701,235
109,236
126,236
138,236
153,236
306,236
1072,236
1572,236
2045,236
2046,236
2078,236
2079,236
2539,237
1828,238
65,239
619,239
887,239
910,239
1069,239
1220,239
1274,239
1376,239
1759,239
1909,239
2021,239
2182,239
2418,239
172,240
512,240
756,240
1472,240
1692,240
1441,241
279,242
838,242
1131,242
2280,242
217,243
473,243
2474,243
2647,243
2648,243
565,244
1072,244
1358,244
1610,244
782,245
1162,245
936,246
1358,246
1687,246
2515,246
2583,247
1264,248
1531,248
1964,248
621,249
1884,249
1978,249
2429,250
253,251
507,251
812,251
1300,251
1413,251
1542,251
1933,251
711,252
973,252
1973,252
2485,252
251,253
507,253
1413,253
507,254
1211,254
118,255
1266,255
1343,255
2112,255
756,256
80,257
964,257
1388,257
2180,257
89,258
963,258
1094,258
1153,258
1240,258
1401,258
2645,258
117,259
2537,259
365,260
873,261
1479,261
1701,261
1894,261
1351,262
1464,262
364,263
732,263
1103,263
472,264
844,264
1826,264
1902,264
1441,265
578,266
809,266
2227,266
2229,266
670,267
2000,267
2373,267
1740,268
2451,268
8,269
321,269
418,269
2543,269
2551,269
279,270
838,270
1195,270
1215,270
2280,270
166,271
638,271
1970,271
2387,271
2498,271
2012,272
374,273
846,273
748,274
749,274
805,275
1967,275
1463,276
1695,276
2133,276
160,277
553,277
696,277
973,277
1869,277
1185,278
32,279
242,279
270,279
304,279
502,279
666,279
838,279
1195,279
2165,279
2280,279
2344,279
2423,279
1535,280
2155,280
8,281
101,281
746,281
1000,281
1347,281
1382,281
2244,281
2247,281
67,282
747,282
1559,283
2250,283
84,284
583,284
2222,284
2223,284
2224,284
2225,284
2226,284
502,285
1999,285
33,286
442,286
698,286
2705,287
618,288
109,289
1358,289
1722,289
328,290
567,290
687,290
1765,290
2359,290
1692,291
2562,292
2038,293
306,294
