628,0
158,1
486,1
1097,1
2919,1
2933,1
3285,2
1431,3
3219,3
467,4
648,5
1501,6
1833,7
2137,7
178,8
1033,8
1007,9
1670,10
2622,10
2034,11
113,12
557,12
677,12
794,12
839,12
966,12
1097,12
1357,12
1622,12
1760,12
2474,12
2487,12
1167,13
1493,13
1871,13
1894,13
2711,13
146,14
1248,14
2521,15
314,16
616,16
622,16
1013,16
1422,16
1567,16
1605,16
1708,16
2166,16
2415,16
2416,16
2417,16
2418,16
2597,16
879,17
2150,17
582,18
778,18
812,18
1338,19
1451,19
3308,19
3080,20
1073,21
726,22
2140,22
3251,22
1942,23
1227,24
2027,24
2057,25
2331,25
222,26
2729,26
229,27
755,27
1012,27
1290,27
1422,27
1943,27
2021,27
2023,27
2282,27
2782,27
135,28
1447,28
1578,28
1678,28
1912,28
2059,28
2312,28
2313,28
2314,28
2315,28
2316,28
1422,29
2838,29
532,30
1422,30
136,31
1131,31
1625,31
1759,31
118,32
3009,32
824,33
1822,33
3193,33
3197,33
3326,33
75,34
89,35
763,36
1745,37
2228,38
2388,38
1412,39
2466,39
631,40
2625,40
606,41
1059,41
3309,41
2655,42
136,43
887,43
1096,43
1238,43
1429,43
1625,43
1731,43
1759,43
2632,43
2633,43
1227,44
1845,44
939,45
3237,46
820,47
1098,47
1388,47
3130,47
3131,47
2185,48
1253,49
1510,49
2228,49
2341,49
2455,49
2994,49
2528,50
2529,50
453,51
493,51
1034,51
1214,51
1422,51
1607,51
2525,51
2828,51
274,52
1617,52
61,53
728,54
1903,54
2378,54
186,55
2119,55
2324,55
1027,56
2609,56
487,57
2570,57
284,58
740,58
742,58
1416,58
2009,58
931,59
962,59
968,59
1214,59
1290,59
1422,59
2826,59
793,60
916,60
2992,60
53,61
1443,61
1514,61
1734,61
2063,61
2113,61
1620,62
1053,63
1431,64
1944,65
1062,66
2342,66
3144,66
1960,67
2411,68
157,69
1178,69
2370,69
808,70
1474,70
2245,70
2335,70
2557,70
2899,70
3009,70
328,71
660,71
1896,72
497,73
832,73
1779,73
2365,74
34,75
1300,75
1697,75
1879,75
1132,76
1861,76
2428,76
2530,76
2644,76
2955,76
1222,77
1687,78
2043,78
2366,78
2492,78
298,79
2089,79
359,80
2316,80
3029,80
558,81
591,81
1145,81
1527,81
2414,81
2976,81
2271,82
540,83
584,83
649,83
654,83
923,83
1077,83
1225,83
1383,83
1842,83
1932,83
2673,83
3017,83
3018,83
3046,83
3299,83
3318,83
582,84
653,84
2893,85
1488,86
1857,86
1710,87
2215,87
3156,88
35,89
118,90
3277,90
1992,91
582,92
2189,92
2939,93
1192,94
2793,94
110,95
822,95
928,95
2269,95
2636,95
3274,95
119,96
132,96
339,96
1322,96
902,97
1201,97
2572,97
353,98
386,98
936,98
1078,98
1406,98
2174,98
2284,98
2297,98
2510,98
2511,98
157,99
1015,99
2571,99
1026,100
2158,100
825,101
1325,101
1340,101
1434,101
2855,101
3087,101
3161,101
1016,102
1639,102
1748,102
2198,102
2130,103
1768,104
1964,104
976,105
155,106
1366,106
2189,106
2643,106
2776,106
3193,107
1833,108
2137,108
1454,109
1819,109
2658,109
2659,109
95,110
472,110
541,110
1551,110
1704,110
3274,110
251,111
1249,112
12,113
150,113
1533,113
1875,113
553,114
1419,114
1538,114
1686,114
2074,114
2677,114
880,115
2122,115
3310,116
367,117
32,118
90,118
3133,118
96,119
132,119
1829,119
3133,119
337,120
1650,120
1911,121
3137,121
827,122
2421,122
1992,123
1811,124
831,125
204,126
143,127
1041,128
1240,129
582,130
1004,130
935,131
2622,131
3324,131
96,132
119,132
779,132
1322,132
1329,132
3134,132
1631,133
874,134
28,135
1566,135
2080,135
31,136
43,136
1561,136
1702,136
1759,136
1940,136
2315,136
2507,136
2519,136
2520,136
2598,136
755,137
1034,137
1422,137
2782,137
468,138
680,138
1097,138
1131,138
1736,138
1853,138
2196,138
2487,138
2488,138
602,139
958,139
1713,140
1036,141
1002,142
1200,142
1455,142
2059,142
2734,142
127,143
847,144
1130,144
1429,144
2110,144
3121,145
14,146
1248,146
1350,147
1439,147
1647,147
2264,147
2404,147
2405,147
2625,147
2626,147
1770,148
2068,148
2228,148
364,149
113,150
557,150
677,150
966,150
1097,150
1357,150
1622,150
1760,150
2474,150
2487,150
930,151
1736,151
2217,151
2299,151
1429,152
1666,152
2546,152
396,153
744,153
755,153
2925,153
450,154
1112,154
1131,154
1625,154
1668,154
106,155
922,155
2643,155
2776,155
942,156
1334,156
1677,156
3084,156
69,157
99,157
1178,157
2507,157
1,158
1097,158
2919,158
465,159
926,160
934,160
1616,160
2133,160
2716,160
2003,161
2735,161
3070,161
1070,162
3182,163
2409,164
944,165
1994,165
2804,165
667,166
1904,167
2909,167
3193,168
247,169
929,169
491,170
881,170
1755,170
2228,170
2571,170
2583,170
2803,170
425,171
1557,172
2320,172
2322,172
519,173
1289,174
2941,175
2679,176
2750,176
1971,177
2442,177
2687,177
8,178
1033,178
1298,179
1860,179
2436,179
2696,179
351,180
661,180
2638,180
2639,180
1262,181
1422,181
2262,182
2946,183
1825,184
3278,185
55,186
2507,186
2883,186
199,187
2619,188
1802,189
2076,189
2434,189
325,190
3107,190
3184,190
1927,191
2169,191
572,193
397,194
1522,194
1620,194
2218,194
2900,194
3051,194
3052,194
1407,195
1823,195
2508,196
715,197
755,197
1453,198
2001,198
2327,198
187,199
2842,200
2843,200
1701,201
1594,202
1094,203
2899,203
3009,203
126,204
1434,204
3087,204
212,205
783,205
854,205
2296,205
3076,205
3134,205
3265,205
772,206
270,207
218,208
404,208
438,208
997,208
1534,208
1718,208
2433,208
2703,208
2705,208
2706,208
2966,208
1991,209
3183,210
1444,211
1896,211
205,212
783,212
2835,212
2836,212
3076,212
3265,212
528,213
2097,213
3073,213
2485,214
2773,214
2928,214
582,215
695,216
1655,216
2615,216
1319,217
1603,217
2867,217
208,218
1482,218
1718,218
1896,218
2433,218
2703,218
2254,219
3093,219
755,220
968,220
1034,220
1214,220
1422,220
2475,220
2782,220
1097,221
26,222
567,222
1392,222
2634,222
2729,222
2857,222
1622,224
741,225
1066,225
1528,225
3203,225
3204,225
1907,226
2713,226
843,227
1809,227
2619,227
3249,227
300,228
411,228
1233,228
1531,228
2815,228
3012,228
27,229
307,229
492,229
887,229
895,229
1230,229
2023,229
2282,229
2782,229
2785,229
356,230
1968,230
2979,230
875,231
252,232
333,232
2079,233
582,234
2391,234
2993,234
256,235
618,236
1582,236
585,237
1731,237
2398,237
2564,237
735,238
767,239
1321,239
3230,239
2942,240
603,241
936,241
1414,241
2174,241
2861,241
796,242
1582,242
1736,242
2032,242
2196,242
2299,242
931,243
1812,243
906,244
1066,245
3124,245
3189,245
3203,245
3204,245
1422,246
2782,246
169,247
1217,247
1265,247
2063,247
2088,247
2613,247
2643,247
2848,247
297,248
1669,248
906,249
825,250
2083,250
111,251
232,252
843,253
1992,253
2579,253
266,254
1543,254
1687,254
1772,254
1822,254
2067,254
2222,254
2551,254
2619,254
2732,254
2733,254
3249,254
2277,255
235,256
720,257
2970,257
962,258
1637,259
2978,259
2749,260
288,261
1597,262
525,263
737,263
886,263
2422,263
2655,263
1267,264
1536,265
2220,265
2452,265
254,266
672,266
1156,266
1809,266
2067,266
2619,266
3249,266
3298,266
749,267
1259,267
1942,268
2622,268
3242,268
3324,268
1782,269
1903,269
3228,269
3234,269
3235,269
3236,269
207,270
1266,271
450,272
2765,272
416,273
468,273
768,273
1417,273
2217,273
52,274
710,275
1297,275
3238,277
2015,278
2469,278
688,279
1928,279
2326,279
1296,280
1563,280
646,281
1163,282
2348,282
1596,283
3252,283
58,284
2009,284
